"manufacturer","color","material","additional","name","glide","stability","speed","weight","image","type","missing","missing_description","sold","broken","Hole in one","HIO date","fade","collection_item","sold_at","Own stamp","Donated","Donation description","price","price_status","sold_for","HIO description","_id","_created","_createdby","_changed","_changedby"
"Discmania","Light green","S-Line","Lizotte Sky God II","P2","3","0","2","175","5c783d298f723d5e00001fb6","Putter","false","","false","false","false","","1","false","","false","false","","24.9","","","","5c783d9f8f723d5e00001fbc","2019-02-28T19:59:27.038Z","janimatti.ellonen@gmail.com","2019-04-12T12:29:57.957Z","janimatti.ellonen@gmail.com"
"Innova","Dark lila","Star","","Mako3","5","0","5","180","5cb066f08f723d5e0002e620","Mid-range","false","","false","false","false","","0.0","false","","false","false","","17.9","","","","5cb069318f723d5e0002e63c","2019-04-12T10:32:17.457Z","janimatti.ellonen@gmail.com","2019-04-12T12:26:37.630Z","janimatti.ellonen@gmail.com"
"Innova","Yellow","Champion","","Aviar","3","0","2","175","5cb617cc8f723d5e0003391b","Putter","false","","true","false","false","","1","false","28.05.2019","false","false","","16.9","","","","5cb6186c8f723d5e0003392a","2019-04-16T18:01:16.647Z","janimatti.ellonen@gmail.com","2019-05-29T06:40:50.271Z","janimatti.ellonen@gmail.com"
"Discmania","Pink","S-Line","","CD2","5","-1","9","175","5d206097176f5a2300002851","Fairway driver","false","","false","false","false","","2","false","","false","false","","18","","","","5d2062a7176f5a2300002875","2019-07-06T08:58:15.172Z","janimatti.ellonen@gmail.com","2019-07-06T08:58:15.172Z","janimatti.ellonen@gmail.com"
"Innova","Yellow, red","Star","Fraktio logo","TL3","4","0","8","172","5c4c45883ef5112f000064c5","Fairway driver","false","","false","false","false","","1","false","","true","","","17.9","","","","5c4c45e73ef5112f000064cb","2019-01-26T11:35:03.656Z","janimatti.ellonen@gmail.com","2019-04-12T12:25:38.466Z","janimatti.ellonen@gmail.com"
"Innova","Orange and yellow","Star","","TL3","4","0","8","175","5c9137dc8f723d5e00013a50","Fairway driver","false","","false","false","false","","1","false","","true","false","","17.9","","","","5c9138388f723d5e00013a53","2019-03-19T18:43:04.676Z","janimatti.ellonen@gmail.com","2019-04-12T12:25:48.484Z","janimatti.ellonen@gmail.com"
"Latitude 64","Pinkish","Zero Medium Burst","","Mercy","4","0","2","174","5cbf3e498f723d5e0003d9fe","Putter","false","","false","false","false","","1","false","","false","false","","11.9","","","","5cbf3ead8f723d5e0003da04","2019-04-23T16:34:53.629Z","janimatti.ellonen@gmail.com","2019-09-05T20:08:04.007Z","janimatti.ellonen@gmail.com"
"Latitude 64","Blueish","","Tyyni fundraiser disc - skull","Pure","3","-1","3","176","5d206099176f5a2300002855","Putter","false","","false","false","false","","1","true","","false","false","","20","","","","5d20618a176f5a2300002865","2019-07-06T08:53:30.936Z","janimatti.ellonen@gmail.com","2019-07-06T08:53:30.936Z","janimatti.ellonen@gmail.com"
"Discmania","Blue","D-Line","Discmania Mystery Box Disc - Empire Eagle II","P2","3","0","2","172","5c33a3971ef2bd3f0000d41f","Putter","false","","false","false","false","","1","true","","","","","10.9","","","","5c33a4ed1ef2bd3f0000d43a","2019-01-07T19:13:49.408Z","janimatti.ellonen@gmail.com","2019-04-12T12:30:05.497Z","janimatti.ellonen@gmail.com"
"Discmania","Orange","C-Line","Discmania Mystery Box Disc","MD5","3","0","5","175","5c33a39d1ef2bd3f0000d423","Mid-range","false","","false","false","false","","4","true","","","","","17.9","","","","5c33a4411ef2bd3f0000d42f","2019-01-07T19:10:57.546Z","janimatti.ellonen@gmail.com","2019-04-12T12:38:53.978Z","janimatti.ellonen@gmail.com"
"Innova","Brownish","Star","Anthon stamp","Destroyer","5","-1","12","175","5c4c45833ef5112f000064c2","Distance driver","false","","false","false","false","","3","false","","false","","","25","","","","5c4c46353ef5112f000064cf","2019-01-26T11:36:21.149Z","janimatti.ellonen@gmail.com","2019-04-12T12:35:36.016Z","janimatti.ellonen@gmail.com"
"Discmania","Punainen / läpikuultava","C-Line","DUDE-stämppi","MD3","5","0","5","178","59c6ad84433e910c000009f0","Mid-range","false","","false","false","false","","3","false","","","","","16.9","","","","59c6aebb433e910c00000a00","2017-09-23T18:58:03.755Z","janimatti.ellonen@gmail.com","2019-04-12T12:37:24.100Z","janimatti.ellonen@gmail.com"
"Discmania","Neon green","C-Line","Simon Lizotte signed Lizard stamp","MD4","4","0","5","180","5babdf7481f9ca39000071eb","Mid-range","false","","false","false","false","","3","true","","","","","19.9","","","","5babe17481f9ca3900007212","2018-09-26T19:43:48.362Z","janimatti.ellonen@gmail.com","2019-04-12T12:38:11.530Z","janimatti.ellonen@gmail.com"
"Discmania","Dark violet","C-Line","European Open - FInland 100 years","MD4","4","0","5","180","5babdf7081f9ca39000071e3","Mid-range","false","","false","false","false","","3","true","","","","","15","","","","5babe1da81f9ca3900007218","2018-09-26T19:45:30.694Z","janimatti.ellonen@gmail.com","2019-04-12T12:38:28.118Z","janimatti.ellonen@gmail.com"
"Discmania","Turquoise","Color glow C-Line","European Open 2019 stamp","MD5","3","0","5","175","5bbfa76812e50670000000ec","Mid-range","false","","false","false","false","","4","false","","","","","19.9","","","","5bbfa88b12e50670000000ff","2018-10-11T19:46:19.862Z","janimatti.ellonen@gmail.com","2019-04-12T12:38:43.626Z","janimatti.ellonen@gmail.com"
"Innova","White, red, black","Star","Own Pink Floyd dye","ROC3","4","0","5","180","5c44b7c3c1714300000006db","Mid-range","false","","false","false","false","","3","false","","true","","","17.9","","","","5c44b830c1714300000006df","2019-01-20T18:04:32.470Z","janimatti.ellonen@gmail.com","2019-04-12T12:40:32.465Z","janimatti.ellonen@gmail.com"
"Innova","Splash of red","Star","Custom dye (TT)","ROC3","4","0","5","176","5babdf7881f9ca39000071f5","Mid-range","false","","false","false","false","","3","false","","true","","","17.9","","","","5babe27b81f9ca390000721e","2018-09-26T19:48:11.689Z","janimatti.ellonen@gmail.com","2019-04-12T12:40:35.290Z","janimatti.ellonen@gmail.com"
"Innova","Black and red","Star","","ROC3","4","0","5","180","5c9d35d58f723d5e000217c8","Mid-range","false","","false","false","false","","3","false","","true","true","Annettu Tuikelle","17.9","","","","5c9d36128f723d5e000217ce","2019-03-28T21:01:06.763Z","janimatti.ellonen@gmail.com","2019-04-12T12:40:43.004Z","janimatti.ellonen@gmail.com"
"Discraft","keltainen, läpikuultava","Elite Z","","Buzzz SS","0","0","0","177","","Mid-range","true","super straight, kadonnut Pirkkalan radalla 28.7.2015","","","","","0.0","","","","","","17.9","","","","56d89c71011d315d00000a28","2016-03-03T20:20:01.929Z","janimatti.ellonen@gmail.com","2019-04-12T12:44:41.551Z","janimatti.ellonen@gmail.com"
"Prodigy","Musta","350G","WIll Schusterick 3x USDG Champion 2010 - 2012 - 2014","PA3","2","-1","2","170","598597e6873a690100000023","Putter","false","","false","false","false","","1","true","","","","","15","","","","598597ee873a690100000025","2017-08-05T10:03:26.866Z","janimatti.ellonen@gmail.com","2019-04-12T12:46:41.382Z","janimatti.ellonen@gmail.com"
"Innova","Light transparent green","Champion","TT stamp","Leopard3","5","-2","7","167","5bbfa9d412e5067000000109","Fairway driver","false","","false","false","false","","1","false","","true","","","16.9","","","","5bbfaa1c12e506700000010d","2018-10-11T19:53:00.096Z","janimatti.ellonen@gmail.com","2019-04-13T18:46:03.494Z","janimatti.ellonen@gmail.com"
"Innova","Purple-red splash","Star","Custom shaving cream dye","Leopard","5","-2","6","172","5bbfa76912e50670000000ed","Fairway driver","false","","false","false","false","","1","false","","true","","","16.9","","","","5bbfa80012e50670000000f9","2018-10-11T19:44:00.763Z","janimatti.ellonen@gmail.com","2019-04-13T18:46:05.688Z","janimatti.ellonen@gmail.com"
"Discmania","White, glow","C-Line","Metrix-stamp","FD3","4","0","9","175","5c4c45873ef5112f000064c4","Fairway driver","false","","false","false","false","","3","false","","false","","","19.9","","","","5c4c46ce3ef5112f000064d5","2019-01-26T11:38:54.706Z","janimatti.ellonen@gmail.com","2019-04-13T18:54:36.500Z","janimatti.ellonen@gmail.com"
"Discmania","Transparent white","C-Line","Discmania Mystery Box Disc","FD","6","-1","7","175","5c33a3a01ef2bd3f0000d425","Fairway driver","false","","false","false","false","","1","true","","","","","16.9","","","","5c33a40d1ef2bd3f0000d42c","2019-01-07T19:10:05.041Z","janimatti.ellonen@gmail.com","2019-04-13T18:59:58.191Z","janimatti.ellonen@gmail.com"
"Innova","White","Star","","Leopard3","5","-2","7","169","5d0fd76cf50ddf43000000fb","Fairway driver","false","","false","false","false","","1","false","","false","false","","17.9","","","","5d0fd7d9f50ddf4300000103","2019-06-23T19:49:45.583Z","janimatti.ellonen@gmail.com","2019-06-23T19:49:45.583Z","janimatti.ellonen@gmail.com"
"Westside discs","keltainen","Tournament","","tuonelan lautturi","5","0","11","0","","Distance driver","true","Englanniksi Boatman, kadonnut Köykärissä, Petter lupasi ottaa haltuun jos löytyy","","","","","2","","","","","","17.9","","","","56d89c71011d315d00000a01","2016-03-03T20:20:01.870Z","janimatti.ellonen@gmail.com","2019-04-13T19:23:38.510Z","janimatti.ellonen@gmail.com"
"Innova","Vaalean vihreä","GStar","Paul McBeth 2x World Champion","Krait","5","-1","11","172","597b1658c86de15200000019","Distance driver","false","","false","false","false","","2","false","","","","","17.9","","","","597b1662c86de1520000001b","2017-07-28T10:48:02.382Z","janimatti.ellonen@gmail.com","2019-04-13T19:27:40.265Z","janimatti.ellonen@gmail.com"
"Innova","Blue","Star","Innova Tour Series Mystery Box","ROC3","4","0","5","180","5d06934fef140f060000af02","Mid-range","false","","false","false","false","","3","false","","false","false","","14.96","","","","5d0693b6ef140f060000af0b","2019-06-16T19:08:38.783Z","janimatti.ellonen@gmail.com","2019-06-16T19:08:38.783Z","janimatti.ellonen@gmail.com"
"Innova","Vaalean punainen / punainen","Blizzard Champion","865.5ft World Distance Record -stämppi","Boss","5","-1","13","136","595371296f471d0800000117","Distance driver","false","","false","false","false","","3","false","","","","","16.9","","","","5953717a6f471d080000011d","2017-06-28T09:06:02.332Z","janimatti.ellonen@gmail.com","2019-04-14T11:00:11.941Z","janimatti.ellonen@gmail.com"
"Westside discs","Keltainen","VIP","Saatu lahjaksi - Fraktio Secret Santa 2017","Maailma","4","1","14","176","5a3586dfa5ee897c000034cc","Distance driver","false","","false","false","false","","4","false","","","","","","gift","","","5a3586eba5ee897c000034ce","2017-12-16T20:49:47.280Z","janimatti.ellonen@gmail.com","2019-04-14T11:32:00.431Z","janimatti.ellonen@gmail.com"
"Prodigy","Blue","750G","Lauri Markkanen stamp","M3","5","-1","5","180","5cb3896a8f723d5e00031099","Mid-range","false","","false","false","false","","2","false","","false","false","","25","","","","5cb38b7c8f723d5e000310c6","2019-04-14T19:35:24.455Z","janimatti.ellonen@gmail.com","2019-04-14T19:35:24.455Z","janimatti.ellonen@gmail.com"
"Dynamic Discs","Valkoinen","Fuzion","","EMAC Truth","5","0","5","175","5cb4aa5d8f723d5e00032233","Mid-range","false","","false","false","false","","2","false","","true","false","","17.9","","","","5aca7d609d484f030000a74a","2018-04-08T20:36:48.602Z","janimatti.ellonen@gmail.com","2019-04-15T15:59:57.465Z","janimatti.ellonen@gmail.com"
"Viking Discs","Red","Storm","","Ragnarok","5","-1","11","174","5cb3896c8f723d5e0003109e","Distance driver","false","","false","false","false","","2","false","","false","false","","12.9","","","","5cb38d4f8f723d5e000310e7","2019-04-14T19:43:11.465Z","janimatti.ellonen@gmail.com","2019-04-14T19:43:26.246Z","janimatti.ellonen@gmail.com"
"MVP","Musta","Gyro","PDGA-kiekko","Wave","5","-2","12","155","596c7815f57ef3420000551e","Distance driver","false","","false","false","false","","2","true","","false","false","","0.0","price_unknown","","","596c7821f57ef34200005520","2017-07-17T08:41:05.518Z","janimatti.ellonen@gmail.com","2019-04-14T19:45:04.918Z","janimatti.ellonen@gmail.com"
"Westside discs","vihreä ja läpikuultava","","","n/a","5","-1","14","174","","Distance driver","false","","false","false","false","","4","false","","false","false","","0.0","price_unknown","","","56d89c71011d315d000009f2","2016-03-03T20:20:01.855Z","janimatti.ellonen@gmail.com","2019-04-14T19:45:56.815Z","janimatti.ellonen@gmail.com"
"Innova","Black, red, white","Star","Punisher stamp","ROC3","4","0","5","180","5cb3896d8f723d5e0003109f","Mid-range","false","","false","false","false","","3","false","","true","false","","17.9","","","","5cb38bb28f723d5e000310ca","2019-04-14T19:36:18.396Z","janimatti.ellonen@gmail.com","2019-04-14T19:46:34.398Z","janimatti.ellonen@gmail.com"
"Discraft","Red and green","Z","","Buzzz SS","4","-2","5","178","5cb617cc8f723d5e0003391a","Mid-range","false","","false","false","false","","1","false","","false","false","","18.9","","","","5cb6183c8f723d5e00033926","2019-04-16T18:00:28.238Z","janimatti.ellonen@gmail.com","2019-04-16T18:00:28.238Z","janimatti.ellonen@gmail.com"
"Latitude 64","Pink and blue","Burst","Skellefteå Open 2018 stamp","Fuji","4","0","4","176","5cb764fe8f723d5e000349c0","Mid-range","false","","false","false","false","","2","false","","false","false","","0.0","","","","5cb7666f8f723d5e000349d6","2019-04-17T17:46:23.410Z","janimatti.ellonen@gmail.com","2019-04-17T17:46:23.410Z","janimatti.ellonen@gmail.com"
"Innova","Oranssi","Star","","Valkyrie","4","-2","9","171","5c4d5ded3ef5112f00007026","Distance driver","false","","true","false","false","","2","false","18.07.2019","true","false","","17.9","","","","5a19d6a90554d97f00000dc1","2017-11-25T20:46:33.247Z","janimatti.ellonen@gmail.com","2019-07-21T10:44:51.272Z","janimatti.ellonen@gmail.com"
"Discmania","Blueish","400","Seppo Paju - Otso","PA1","3","0","3","173","5ce9811fb213157a00000b1d","Putter","false","","false","false","false","","2","true","","false","false","","20.5","","","","5ce981eeb213157a00000b29","2019-05-25T17:57:02.415Z","janimatti.ellonen@gmail.com","2019-05-25T17:57:02.415Z","janimatti.ellonen@gmail.com"
"Innova","Light blue","Star","","Mako3","5","0","5","180","5cb066f38f723d5e0002e623","Mid-range","false","","false","false","false","","0.0","false","","false","false","","17.9","","","","5cb067798f723d5e0002e628","2019-04-12T10:24:57.383Z","janimatti.ellonen@gmail.com","2019-06-21T05:13:33.476Z","janimatti.ellonen@gmail.com"
"Discmania","Reddish","400","Seppo Paju - Otso","PA1","3","0","3","174","5ce98120b213157a00000b1f","Putter","false","","false","false","false","","2","false","","false","false","","20.5","","","","5ce9823bb213157a00000b2d","2019-05-25T17:58:19.784Z","janimatti.ellonen@gmail.com","2019-05-25T17:58:19.784Z","janimatti.ellonen@gmail.com"
"Innova","Light blue","Star","","Eagle","4","-1","7","170","5ce98121b213157a00000b20","Fairway driver","false","","false","false","false","","3","false","","false","false","","17.9","","","","5ce98281b213157a00000b31","2019-05-25T17:59:29.650Z","janimatti.ellonen@gmail.com","2019-05-25T17:59:29.650Z","janimatti.ellonen@gmail.com"
"Innova","White","Star","American eagles stamp","Eagle","4","-1","7","167","5ce98121b213157a00000b21","Fairway driver","false","","false","false","false","","3","false","","false","false","","18.9","","","","5ce982b3b213157a00000b36","2019-05-25T18:00:19.226Z","janimatti.ellonen@gmail.com","2019-05-25T18:01:43.434Z","janimatti.ellonen@gmail.com"
"Discmania","Light blue","Evolution Neo","","Instinct","5","0","7","168","5ce98120b213157a00000b1e","Fairway driver","false","","false","false","false","","2","false","","false","false","","19.9","","","","5ce98351b213157a00000b3c","2019-05-25T18:02:57.931Z","janimatti.ellonen@gmail.com","2019-05-25T18:02:57.931Z","janimatti.ellonen@gmail.com"
"Discmania","Valkoinen","P-Line","Reinvent your game -brändätty","DD","5","0","11","171","59397398639cc705000000d4","Distance driver","false","","true","false","false","","2","true","28.05.2019","","","","13.9","","","","5939751e639cc705000000e9","2017-06-08T16:02:38.017Z","janimatti.ellonen@gmail.com","2019-05-29T06:40:35.208Z","janimatti.ellonen@gmail.com"
"Discmania","Sininen","","Reinvent your game, 10 year anniversary -brändätty","PD","4","0","10","175","59397397639cc705000000d2","Distance driver","false","","true","false","false","","3","true","02.06.2019","false","false","","17.9","","","","593975d4639cc705000000ec","2017-06-08T16:05:40.173Z","janimatti.ellonen@gmail.com","2019-06-02T17:03:27.441Z","janimatti.ellonen@gmail.com"
"Kastaplast","Blue","Kaapo Kakko -line","Sisu - Mörököl on ice by Finland 2019","Göte","5","0","4","177","5cffdb8bfc06432400025f4a","Mid-range","false","","false","false","false","","1","false","","false","false","","15.5","","","","5cffdc0dfc06432400025f4d","2019-06-11T16:51:25.723Z","janimatti.ellonen@gmail.com","2019-06-11T16:51:25.723Z","janimatti.ellonen@gmail.com"
"Discmania","Yellow","Evolution Neo","","Method","5","0","5","179","5d206097176f5a2300002850","Mid-range","false","","false","false","false","","3","false","","false","false","","21","","","","5d20610a176f5a2300002861","2019-07-06T08:51:22.095Z","janimatti.ellonen@gmail.com","2019-07-29T10:57:50.237Z","janimatti.ellonen@gmail.com"
"Innova","Neon green","Star","Innova Tour Series Mystery Box - 10th Anniversary Boss","Boss","5","-1","13","175","5d06934eef140f060000aeff","Distance driver","false","","false","false","false","","3","false","","false","false","","16.94","","","","5d0696d5ef140f060000af2c","2019-06-16T19:21:57.542Z","janimatti.ellonen@gmail.com","2019-06-16T19:21:57.542Z","janimatti.ellonen@gmail.com"
"Innova","Brown","Shimmer Star","Innova Tour Series Mystery Box - Team Champion Series - Steve Brinster","Destroyer","5","-1","12","175","5d06934eef140f060000af00","Distance driver","false","","false","false","false","","3","false","","false","false","","16.94","","","","5d0695c1ef140f060000af1f","2019-06-16T19:17:21.958Z","janimatti.ellonen@gmail.com","2019-06-16T19:17:21.958Z","janimatti.ellonen@gmail.com"
"Innova","Orange","Star","Innova Tour Series Mystery Box - Team Champion Series - Ellen Widboom","XCaliber","5","0","12","175","5d069350ef140f060000af03","Distance driver","false","","false","false","false","","4","false","","false","false","","16.94","","","","5d06965aef140f060000af26","2019-06-16T19:19:54.775Z","janimatti.ellonen@gmail.com","2019-06-16T19:19:54.775Z","janimatti.ellonen@gmail.com"
"Innova","Black and white","Star","European Champions League stamp","Mako3","5","0","5","180","5cb066f18f723d5e0002e621","Mid-range","true","Kadotettu 12.6.2019 Talin 5. väylälle","false","false","false","","0.0","false","","true","false","","17.9","","","","5cb067e58f723d5e0002e630","2019-04-12T10:26:45.048Z","janimatti.ellonen@gmail.com","2019-06-23T19:58:10.070Z","janimatti.ellonen@gmail.com"
"Innova","Pink","Star","","TL","5","0","7","168","5c67e9303ef5112f00023921","Fairway driver","true","Kadonnut Talissa 28.6.2019 6. väylän oikealle alapuolelle.","false","false","false","","1","false","","false","false","","17.9","","","","5c67e9613ef5112f00023925","2019-02-16T10:43:45.893Z","janimatti.ellonen@gmail.com","2019-06-30T04:58:24.684Z","janimatti.ellonen@gmail.com"
"Innova","Pink","Star","","TL3","4","-1","8","170","5c7fb78d8f723d5e00007437","Fairway driver","true","Kadonnut Keinukallion 14. väylälle 26.6.2019","false","false","false","","1","false","","false","false","","17.9","","","","5c7fb80e8f723d5e00007443","2019-03-06T12:07:42.399Z","janimatti.ellonen@gmail.com","2019-06-30T04:58:11.247Z","janimatti.ellonen@gmail.com"
"Latitude 64","Pinkish","","Tyyni fundraiser disc","Compass","5","0","5","178","5d206098176f5a2300002852","Mid-range","false","","false","false","false","","1","false","","false","false","","16.9","","","","5d2061f7176f5a230000286b","2019-07-06T08:55:19.438Z","janimatti.ellonen@gmail.com","2019-07-06T08:55:19.438Z","janimatti.ellonen@gmail.com"
"Westside discs","Blueish","","Tyyni fundraiser disc - hand","Harp","3","0","4","176","5d206098176f5a2300002853","Putter","false","","false","false","false","","3","false","","false","false","","20","","","","5d206248176f5a230000286e","2019-07-06T08:56:40.975Z","janimatti.ellonen@gmail.com","2019-07-06T08:56:40.975Z","janimatti.ellonen@gmail.com"
"Innova","Keltainen-punainen, Garfield-kuva","Star","","Xcaliber","5","0","12","0","56d9dc49011d315d00004c37","Distance driver","","","true","","","","4","","18.07.2019","","","","15","","4","","56d9dff7011d315d00004c3e","2016-03-04T19:20:23.839Z","janimatti.ellonen@gmail.com","2019-07-21T10:48:08.953Z","janimatti.ellonen@gmail.com"
"Prodigy","Yellow","400G","","M3","5","-1","5","0","5cb3896a8f723d5e0003109a","Mid-range","false","","true","false","false","","2","false","25.07.2019","false","false","","16.9","","4","","5cb38c738f723d5e000310d7","2019-04-14T19:39:31.514Z","janimatti.ellonen@gmail.com","2019-07-25T13:57:36.817Z","janimatti.ellonen@gmail.com"
"Discmania","Valkoinen","S-Line","","MD2","5","0","4","171","5cb3896b8f723d5e0003109c","Mid-range","false","","true","false","false","","2","false","25.07.2019","false","false","","17.9","","3","","5aca7c909d484f030000a744","2018-04-08T20:33:20.201Z","janimatti.ellonen@gmail.com","2019-07-25T13:56:29.781Z","janimatti.ellonen@gmail.com"
"Prodigy","Sinertävä","400G","","M4","5","-1","5","180","5a19d37e0554d97f00000d94","Mid-range","false","","true","false","false","","1","false","25.07.2019","","","","16.9","","4","","5a19d7870554d97f00000dc7","2017-11-25T20:50:15.582Z","janimatti.ellonen@gmail.com","2019-07-25T13:57:59.064Z","janimatti.ellonen@gmail.com"
"Innova","Keltainen","Star","","Mako3","5","0","5","180","5babdf7981f9ca39000071f7","Mid-range","false","Näemmä jäänyt pitkäksi ajaksi Annin autoon...","false","false","false","","0.0","false","","true","false","","17.9","","","","57e67c12aaae7817000001e8","2016-09-24T13:13:54.019Z","janimatti.ellonen@gmail.com","2019-07-27T05:52:25.333Z","janimatti.ellonen@gmail.com"
"Discmania","Blue","Evolution Neo","Nate Perkins stamp","Method","5","0","5","180","5d3ed0df3d7b490c0000f444","Mid-range","false","","false","false","false","","3","false","","false","false","","20","","0.0","","5d3ed1803d7b490c0000f45c","2019-07-29T10:59:12.611Z","janimatti.ellonen@gmail.com","2019-07-29T10:59:12.611Z","janimatti.ellonen@gmail.com"
"Innova","Whitish, glow","Champion Glow","EO2019 stamp","Roc3","4","0","5","175","5d3ed0dd3d7b490c0000f441","Mid-range","false","","false","false","false","","3","false","","false","false","","20","","0.0","","5d3ed2633d7b490c0000f469","2019-07-29T11:02:59.439Z","janimatti.ellonen@gmail.com","2019-07-29T11:03:11.713Z","janimatti.ellonen@gmail.com"
"Innova","Light blue","KC Pro","KJ Nybo 12 x Danish Champion stamp","Roc","4","0","4","177","5d3ed0de3d7b490c0000f443","Mid-range","false","","false","false","false","","3","false","","false","false","","20","","0.0","","5d3ed2b23d7b490c0000f470","2019-07-29T11:04:18.375Z","janimatti.ellonen@gmail.com","2019-07-29T11:04:18.375Z","janimatti.ellonen@gmail.com"
"Discmania","Red, transparent","C-Line","EO2019 stamp","FD","6","-1","7","171","5d3ed0e03d7b490c0000f447","Fairway driver","false","","false","false","false","","1","false","","false","false","","20","","0.0","","5d3ed3013d7b490c0000f477","2019-07-29T11:05:37.988Z","janimatti.ellonen@gmail.com","2019-07-29T11:39:31.420Z","janimatti.ellonen@gmail.com"
"Discmania","Greenish","Evolution Neo","Discmani Signature Series - Simon Lizotte Forge","Method","5","0","5","180","5d3ed0dd3d7b490c0000f442","Mid-range","false","","false","false","false","","3","false","","false","false","","24.9","","0.0","","5d3edbac3d7b490c0000f4e2","2019-07-29T11:42:36.103Z","janimatti.ellonen@gmail.com","2019-07-29T11:42:36.103Z","janimatti.ellonen@gmail.com"
"Innova","Purple, transparent","Champio","Mini EO2019 stamp","Teebird3","4","0","8","170","5d3ed0dc3d7b490c0000f440","Fairway driver","false","","false","false","false","","2","false","","false","false","","20","","0.0","","5d3edc123d7b490c0000f4e7","2019-07-29T11:44:18.012Z","janimatti.ellonen@gmail.com","2019-07-29T11:44:18.012Z","janimatti.ellonen@gmail.com"
"Innova","Yellow","Star","Mini stamp","Valkyrie","4","-2","9","170","5d3ed0e13d7b490c0000f448","Distance driver","false","","false","false","false","","2","false","","false","false","","17.9","","0.0","","5d3edc913d7b490c0000f4ec","2019-07-29T11:46:25.547Z","janimatti.ellonen@gmail.com","2019-07-29T11:46:42.407Z","janimatti.ellonen@gmail.com"
"Innova","Pink","Star","Bottom stamp","Roc3","4","0","5","180","5d3ed0e03d7b490c0000f446","Mid-range","false","","false","false","false","","3","false","","false","false","","16","","0.0","","5d3edce83d7b490c0000f4f1","2019-07-29T11:47:52.529Z","janimatti.ellonen@gmail.com","2019-07-29T11:47:52.529Z","janimatti.ellonen@gmail.com"
"Innova","Punainen","Champion","X-OUT","Shark3","4","0","5","170","59397399639cc705000000d6","Mid-range","false","","true","false","false","","2","true","01.08.2019","","","","15","","5","","59397454639cc705000000e7","2017-06-08T15:59:16.321Z","janimatti.ellonen@gmail.com","2019-08-03T11:35:56.211Z","janimatti.ellonen@gmail.com"
"Prodiscus","Valkoinen","Basic","Fraktio stamp","JOKERi","3","0","4","0","56d9dc3d011d315d00004c29","Putter","","","","","","","2","","","","true","Annettu Tallaajille, jotka kävivät Fraktiolla pitämässä Perjantaipresiksen frisbeegolfista","25","","","","56d9de61011d315d00004c3a","2016-03-04T19:13:37.166Z","janimatti.ellonen@gmail.com","2019-07-29T12:49:46.372Z","janimatti.ellonen@gmail.com"
"Discmania","Blue","Discmania Active Base ","","Spring Ox","3","0","4","169","5cb066ee8f723d5e0002e61d","Mid-range","false","","true","false","false","","2","false","12.08.2019","false","false","","6.95","","1","","5cb069068f723d5e0002e639","2019-04-12T10:31:34.493Z","janimatti.ellonen@gmail.com","2019-08-15T19:07:07.538Z","janimatti.ellonen@gmail.com"
"Discmania","","Discmania Active Base","","Fox Spirit","4","0","6","169","5cb066e98f723d5e0002e61c","Fairway driver","false","","true","false","false","","2","false","12.08.2019","false","false","","6.95","","1","","5cb0695b8f723d5e0002e63e","2019-04-12T10:32:59.112Z","janimatti.ellonen@gmail.com","2019-08-15T19:07:01.235Z","janimatti.ellonen@gmail.com"
"Latitude 64","Blueish","Gold Line Burst","","Saint","7","-1","9","171","5d716a8665b8202400005502","Fairway driver","false","","false","false","false","","2","false","","false","false","","16.5","","0.0","","5d716b0665b820240000550b","2019-09-05T20:07:34.460Z","janimatti.ellonen@gmail.com","2019-09-05T20:11:37.010Z","janimatti.ellonen@gmail.com"
"Innova","Orange","Champion","Black custom dye (failed a bit)","Mako3","5","0","5","180","5babdf6c81f9ca39000071e0","Mid-range","false","","true","false","false","","0.0","false","07.08.2019","true","","","16.9","","5","","5babe22981f9ca390000721b","2018-09-26T19:46:49.497Z","janimatti.ellonen@gmail.com","2019-08-15T19:08:43.690Z","janimatti.ellonen@gmail.com"
"Latitude64","Blue","Zero Medium Burst","","Mercy","4","0","2","173","5d597e472b7cf03000002d89","Putter","false","","false","false","true","17.08.2019","1","false","","false","false","","10.5","","0.0","Puolarmaari, #18","5d597ef12b7cf03000002d96","2019-08-18T16:38:09.286Z","janimatti.ellonen@gmail.com","2019-08-18T16:39:33.335Z","janimatti.ellonen@gmail.com"
"Innova","Pink","Color Glow Champion","Hannah Leatherman","Leopard3","5","-2","7","175","5d716a8765b8202400005503","Fairway driver","false","","false","false","false","","1","false","","false","false","","27.9","","0.0","","5d716bea65b8202400005517","2019-09-05T20:11:22.418Z","janimatti.ellonen@gmail.com","2019-09-05T20:11:22.418Z","janimatti.ellonen@gmail.com"
"Latitude 64","Pinkish, orange, light","Golf Line Burst","","River","7","-1","7","169","5d716a8665b8202400005501","Fairway driver","false","","false","false","false","","1","false","","false","false","","16.5","","0.0","","5d716c4d65b8202400005520","2019-09-05T20:13:01.607Z","janimatti.ellonen@gmail.com","2019-09-05T20:13:01.607Z","janimatti.ellonen@gmail.com"
